448 836
1 5.00000000000000e+02 2.00000000000000e+02 0.00000000000000e+00
2 0.00000000000000e+00 2.00000000000000e+02 0.00000000000000e+00
3 5.00000000000000e+02 1.95885256025536e+02 -4.03604567839632e+01
4 5.00000000000000e+02 1.83531523023479e+02 -7.94743987500526e+01
5 5.00000000000000e+02 1.64255227322676e+02 -1.14106179925437e+02
6 5.00000000000000e+02 1.35828692509137e+02 -1.46801111342041e+02
7 5.00000000000000e+02 1.02036439174839e+02 -1.72013270071002e+02
8 5.00000000000000e+02 6.38502090484501e+01 -1.89534036005329e+02
9 5.00000000000000e+02 2.35810288342631e+01 -1.98604972443083e+02
10 5.00000000000000e+02 -1.68544899617310e+01 -1.99288550017631e+02
11 5.00000000000000e+02 -6.12657917426550e+01 -1.90385143228524e+02
12 5.00000000000000e+02 -9.82692979263687e+01 -1.74192838788105e+02
13 5.00000000000000e+02 -1.32583506721828e+02 -1.49738484516650e+02
14 5.00000000000000e+02 -1.61228861489060e+02 -1.18343796723536e+02
15 5.00000000000000e+02 -1.82572048477481e+02 -8.16544372017610e+01
16 5.00000000000000e+02 -1.95839804873311e+02 -4.05804241868365e+01
17 5.00000000000000e+02 -1.99994939461038e+02 -1.42274030514025e+00
18 5.00000000000000e+02 -1.95595034586331e+02 4.17442504444867e+01
19 5.00000000000000e+02 -1.83053479476791e+02 8.05693716708784e+01
20 5.00000000000000e+02 -1.61586776088149e+02 1.17854629919399e+02
21 5.00000000000000e+02 -1.34696439225345e+02 1.47840688783612e+02
22 5.00000000000000e+02 -1.02587815596041e+02 1.71685002522738e+02
23 5.00000000000000e+02 -6.38284380759031e+01 1.89541368816390e+02
24 5.00000000000000e+02 -2.28607772179251e+01 1.98689166450998e+02
25 5.00000000000000e+02 2.23111860158503e+01 1.98751631385924e+02
26 5.00000000000000e+02 6.17183538694843e+01 1.90238915040118e+02
27 5.00000000000000e+02 9.95493677814125e+01 1.73464472945676e+02
28 5.00000000000000e+02 1.33688185529077e+02 1.48753047195488e+02
29 5.00000000000000e+02 1.61360214765114e+02 1.18164635534310e+02
30 5.00000000000000e+02 1.81942361740647e+02 8.30480403395261e+01
31 5.00000000000000e+02 1.95293129367504e+02 4.31345988951706e+01
32 0.00000000000000e+00 1.95389164983950e+02 -4.26974730736483e+01
33 0.00000000000000e+00 1.82174096303259e+02 -8.25384676141421e+01
34 0.00000000000000e+00 1.61033740697532e+02 -1.18609166412044e+02
35 0.00000000000000e+00 1.31808289600871e+02 -1.50421324261199e+02
36 0.00000000000000e+00 9.68273996647413e+01 -1.74998441919248e+02
37 0.00000000000000e+00 5.74477168600843e+01 -1.91571813760698e+02
38 0.00000000000000e+00 1.33108246074234e+01 -1.99556563280365e+02
39 0.00000000000000e+00 -2.78693042980149e+01 -1.98048736118019e+02
40 0.00000000000000e+00 -6.83132924791270e+01 -1.87971524627166e+02
41 0.00000000000000e+00 -1.06751358117786e+02 -1.69127607267436e+02
42 0.00000000000000e+00 -1.37577228774280e+02 -1.45163721786090e+02
43 0.00000000000000e+00 -1.64724029294969e+02 -1.13428365821033e+02
44 0.00000000000000e+00 -1.84621551426199e+02 -7.69082749057828e+01
45 0.00000000000000e+00 -1.96752899161164e+02 -3.58928498684199e+01
46 0.00000000000000e+00 -1.99828486717208e+02 8.28105647310186e+00
47 0.00000000000000e+00 -1.94057682927636e+02 4.83902438179144e+01
48 0.00000000000000e+00 -1.80236535428055e+02 8.66878959076260e+01
49 0.00000000000000e+00 -1.58055863851782e+02 1.22549352923901e+02
50 0.00000000000000e+00 -1.29962101584679e+02 1.52019249280127e+02
51 0.00000000000000e+00 -9.58418006656118e+01 1.75540164193763e+02
52 0.00000000000000e+00 -5.68838555850777e+01 1.91739998366997e+02
53 0.00000000000000e+00 -1.87085840223365e+01 1.99123049604708e+02
54 0.00000000000000e+00 2.34946575805811e+01 1.98615208544490e+02
55 0.00000000000000e+00 6.27088675567733e+01 1.89914712251966e+02
56 0.00000000000000e+00 1.01650141126627e+02 1.72241832343182e+02
57 0.00000000000000e+00 1.36379331159710e+02 1.46289705832058e+02
58 0.00000000000000e+00 1.63515733973243e+02 1.15163382822803e+02
59 0.00000000000000e+00 1.83748029295812e+02 7.89725378211031e+01
60 0.00000000000000e+00 1.95894877279798e+02 4.03137328404706e+01
61 3.99720187536824e+01 2.00000000000000e+02 0.00000000000000e+00
62 8.19461675974520e+01 2.00000000000000e+02 0.00000000000000e+00
63 1.24126703279476e+02 2.00000000000000e+02 0.00000000000000e+00
64 1.67073269842147e+02 2.00000000000000e+02 0.00000000000000e+00
65 2.09437203493884e+02 2.00000000000000e+02 0.00000000000000e+00
66 2.50191294209170e+02 2.00000000000000e+02 0.00000000000000e+00
67 2.93044962866099e+02 2.00000000000000e+02 0.00000000000000e+00
68 3.35852317576618e+02 2.00000000000000e+02 0.00000000000000e+00
69 3.76999335373902e+02 2.00000000000000e+02 0.00000000000000e+00
70 4.20055963122631e+02 2.00000000000000e+02 0.00000000000000e+00
71 4.60027981516316e+02 2.00000000000000e+02 0.00000000000000e+00
72 3.40792524348670e+01 1.87755681580908e+02 -6.89043107075936e+01
73 3.46844454124865e+01 1.71639453474321e+02 -1.02664005430512e+02
74 3.43065356178860e+01 1.47609366314541e+02 -1.34949898022265e+02
75 3.54186261125965e+01 1.16313677675007e+02 -1.62699503335795e+02
76 3.62506276389311e+01 7.81485200031651e+01 -1.84099996798791e+02
77 3.58664361677592e+01 3.74032300720251e+01 -1.96471367838113e+02
78 3.51940815410289e+01 -5.18414022448788e+00 -1.99932800435879e+02
79 3.55870015791318e+01 -4.78228728368583e+01 -1.94198282262305e+02
80 3.54193946792488e+01 -8.63716554552490e+01 -1.80388295446018e+02
81 3.47290238371135e+01 -1.22180202288378e+02 -1.58341397520582e+02
82 3.49135715418099e+01 -1.52328465912767e+02 -1.29599531143686e+02
